;Working_Year;Designation;Experience;Employment_Status;Salary_In_Rupees;Employee_Location;Company_Location;Company_Size;Remote_Working_Ratio;Salary_In_Rupees
231;2021;Big Data Engineer;EN;FT;1MM A 5MM;IN;IN;L;100;1291254
232;2021;ML Engineer;SE;FT;20MM A 26MM;US;US;S;100;20369792
233;2021;Director of Data Engineering;SE;FT;15MM A 20MM;US;US;L;100;15913900
234;2021;Data Analyst;SE;FT;15MM A 20MM;US;US;L;100;15913900
235;2021;Data Architect;MI;FT;10MM A 15MM;US;US;L;100;14322510
236;2021;Head of Data Science;MI;FT;5MM A 10MM;US;US;S;0;8752645
237;2021;Research Scientist;MI;FT;5MM A 10MM;CA;CA;M;100;5077330
238;2021;Data Scientist;MI;FT;1MM A 5MM;ES;ES;M;100;3724569
239;2021;Data Scientist;EN;FT;1MM A 5MM;VN;VN;M;0;318278
240;2021;Data Engineer;EN;FT;1MM A 5MM;IN;IN;M;50;1721645
241;2021;Data Scientist;SE;FT;5MM A 10MM;CA;CA;L;100;8250641
242;2021;Data Analyst;MI;FT;5MM A 10MM;US;US;L;100;6365560
243;2021;Data Engineer;MI;FT;5MM A 10MM;US;US;L;100;8752645
244;2021;Data Scientist;SE;FT;10MM A 15MM;US;US;L;100;13128968
245;2021;AI Scientist;EN;FT;1MM A 5MM;IN;AS;S;100;1436468
246;2021;Data Engineer;MI;FT;5MM A 10MM;GB;GB;L;50;5745873
247;2021;Data Scientist;EN;FT;1MM A 5MM;FR;FR;L;50;2915665
248;2021;Data Engineer;MI;FT;1MM A 5MM;TR;TR;M;0;963030
249;2021;Data Engineer;SE;FT;5MM A 10MM;GB;GB;L;50;7661111
250;2021;Principal Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;13526815
251;2021;Data Scientist;MI;FT;5MM A 10MM;US;US;L;50;9150493
252;2021;Data Scientist;EN;FT;5MM A 10MM;US;US;S;100;7161255
253;2021;Principal Data Engineer;EX;FT;ACIMA DE 26MM;US;US;L;100;47741700
254;2021;Data Scientist;EN;FT;1MM A 5MM;IN;IN;M;100;2259694
255;2021;Data Analyst;MI;FT;5MM A 10MM;US;US;L;100;7399964
256;2021;Big Data Architect;SE;FT;5MM A 10MM;CA;CA;M;50;7933318
257;2021;Data Engineer;MI;FT;15MM A 20MM;US;US;L;100;15913900
258;2021;Principal Data Scientist;SE;FT;10MM A 15MM;DE;DE;M;100;13826155
259;2021;Machine Learning Engineer;SE;FT;10MM A 15MM;US;US;L;50;14720358
260;2021;Director of Data Science;EX;FT;10MM A 15MM;DE;DE;L;0;11286615
261;2021;Data Scientist;MI;FT;10MM A 15MM;US;US;L;50;10344035
262;2021;Data Analyst;SE;FT;5MM A 10MM;DE;DE;L;50;5079001
263;2021;Data Scientist;MI;FT;1MM A 5MM;IN;IN;S;100;1345043
264;2021;Machine Learning Engineer;SE;FT;5MM A 10MM;IN;IN;L;0;5272673
265;2021;Data Scientist;MI;FT;1MM A 5MM;RS;DE;S;100;2031568
266;2021;Lead Data Engineer;SE;FT;10MM A 15MM;PR;US;S;50;12731120
267;2021;Data Engineer;MI;FT;5MM A 10MM;US;US;M;0;7411899
268;2021;Data Engineer;MI;FT;5MM A 10MM;US;US;M;0;8893881
269;2021;Data Engineer;MI;FT;1MM A 5MM;TR;TR;M;100;2229219
270;2021;Data Engineer;EN;FT;5MM A 10MM;DE;DE;M;50;5173052
271;2021;Data Engineer;EN;FT;5MM A 10MM;US;US;L;100;5768789
272;2021;Computer Vision Engineer;SE;FT;1MM A 5MM;BR;BR;M;0;1504421
273;2021;Data Science Consultant;EN;FT;5MM A 10MM;DE;DE;L;0;6113563
274;2021;Machine Learning Engineer;EN;FT;5MM A 10MM;NL;DE;S;100;6763408
275;2021;Data Scientist;SE;FT;5MM A 10MM;FR;FR;M;50;6181277
276;2021;Data Scientist;EN;FT;5MM A 10MM;US;US;M;100;7956950
277;2021;Data Scientist;EN;FT;1MM A 5MM;US;US;L;50;4615031
278;2021;AI Scientist;SE;FT;1MM A 5MM;ES;ES;L;100;4376323
279;2021;Data Scientist;SE;FT;1MM A 5MM;TR;TR;L;50;1604996
280;2021;Business Data Analyst;EN;FT;1MM A 5MM;LU;LU;L;100;4702717
281;2021;Data Engineer;MI;FT;5MM A 10MM;US;US;L;100;8911784
282;2021;Research Scientist;EN;FT;5MM A 10MM;JE;CN;L;0;7956950
283;2021;Data Engineer;MI;PT;5MM A 10MM;NL;NL;L;100;5549256
284;2021;Staff Data Scientist;SE;CT;5MM A 10MM;US;US;M;100;8354798
285;2021;Research Scientist;MI;FT;5MM A 10MM;CZ;CZ;L;50;5569785
286;2021;Data Science Manager;SE;FT;5MM A 10MM;IN;IN;L;50;7532447
287;2021;Head of Data;SE;FT;5MM A 10MM;SI;SI;L;100;8182848
288;2021;Data Scientist;MI;FT;5MM A 10MM;US;US;L;50;8673076
289;2021;Machine Learning Engineer;MI;FT;1MM A 5MM;IT;IT;L;50;4063137
290;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;10741883
291;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;12333273
292;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;9596082
293;2022;Data Scientist;MI;FT;10MM A 15MM;US;US;M;0;10344035
294;2022;Data Scientist;MI;FT;5MM A 10MM;US;US;M;0;7161255
295;2022;Data Engineer;MI;FT;10MM A 15MM;US;US;M;100;13526815
296;2022;Data Engineer;MI;FT;10MM A 15MM;US;US;M;100;11935425
297;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8124046
298;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;6755451
299;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;10870785
300;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;100;7906026
301;2022;Data Scientist;SE;FT;5MM A 10MM;GB;GB;M;0;9372412
302;2022;Data Scientist;SE;FT;5MM A 10MM;GB;GB;M;0;8331086
303;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;11617147
304;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;100;9787049
305;2022;Data Engineer;EN;FT;1MM A 5MM;GB;GB;M;100;4165543
306;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;0;7877381
307;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;0;9230062
308;2022;Data Analyst;MI;FT;5MM A 10MM;US;US;M;0;8455055
309;2022;Data Analyst;MI;FT;10MM A 15MM;US;US;M;0;10065542
310;2022;Data Engineer;EX;FT;15MM A 20MM;US;US;M;100;19255819
311;2022;Data Engineer;EX;FT;15MM A 20MM;US;US;M;100;15913900
312;2022;Data Scientist;MI;FT;5MM A 10MM;GB;GB;M;0;5206869
313;2022;Data Scientist;MI;FT;1MM A 5MM;GB;GB;M;0;3124137
314;2022;Data Engineer;MI;FT;5MM A 10MM;GB;GB;M;0;6248275
315;2022;Data Engineer;MI;FT;1MM A 5MM;GB;GB;M;0;4165543
316;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;M;100;13146473
317;2022;Data Engineer;EN;FT;1MM A 5MM;GB;GB;M;100;3644840
318;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;M;100;9561071
319;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7186717
320;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;0;14476875
321;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;0;10528636
322;2022;Data Engineer;SE;FT;15MM A 20MM;US;US;M;0;17514043
323;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;0;12737486
324;2022;Data Scientist;SE;FT;10MM A 15MM;US;US;L;0;14322510
325;2022;Data Scientist;SE;FT;5MM A 10MM;US;US;L;0;9548340
326;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;9881736
327;2022;Data Analyst;EX;FT;10MM A 15MM;US;US;M;100;10344035
328;2022;Data Analyst;EX;FT;5MM A 10MM;US;US;M;100;8752645
329;2022;Data Analyst;SE;FT;10MM A 15MM;US;US;M;100;13526815
330;2022;Data Analyst;MI;FT;5MM A 10MM;US;US;M;100;9190277
331;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8983397
332;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7186717
333;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;8983397
334;2022;Data Analyst;SE;FT;5MM A 10MM;US;US;M;100;7186717
335;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;13160795
336;2022;Data Engineer;SE;FT;10MM A 15MM;US;US;M;100;10528636
